GME,GME,GME,GME,GME,GME,GME,AMC,AMC,AMC,AMC,AMC,AMC,AMC,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,BB,BB,BB,BB,BB,BB,BB,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,NOK,NOK,NOK,NOK,NOK,NOK,NOK,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE
open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
13.44,14.5,13.38,13.91,13169073,57368,13.995119,3.31,3.88,3.23,3.54,40385527,105256,3.606892,446.24,447.0,428.87,430.83,36287843,635260,437.962909,25.04,25.45,24.43,24.89,7890828,48001,25.083098,,,,,,,,5.01,5.21,5.01,5.19,4816427.0,11954.0,5.1472,9.75,9.82,9.53,9.57,9126352.0,41494.0,9.638677,4.12,4.23,4.12,4.18,36642481,81005,4.190163,23.0,23.62,22.23,22.82,17276071.0,88987.0,23.045896
14.01,14.143,13.665,13.86,6603951,31790,13.893902,3.3,3.31,3.05,3.09,15978782,45932,3.151526,431.75,431.75,419.0501,421.94,31656385,649250,424.021309,25.08,26.16,24.85,24.99,8688684,53526,25.514837,,,,,,,,5.2,5.21,5.06,5.08,4616522.0,15593.0,5.112544,9.6,9.66,9.27,9.27,11138223.0,41459.0,9.421308,4.26,4.28,4.17,4.2,39536930,58721,4.227299,22.85,24.37,22.652,23.03,25863903.0,121280.0,23.561042
13.9,14.42,13.8,14.1,5361928,27939,14.141121,3.1,3.1299,2.98,3.0,7277305,23977,3.043585,422.57,432.95,421.25,422.64,32373590,635630,428.284049,25.14,25.68,24.41,24.44,4629312,33124,24.892753,,,,,,,,5.1,5.14,5.0,5.1,3555836.0,9001.0,5.069726,9.3,9.48,9.2,9.2,9189978.0,41280.0,9.292928,4.27,4.34,4.22,4.28,43146649,58425,4.280206,23.24,23.35,20.25,20.44,21009910.0,121669.0,21.332043
14.2,15.87,14.19,14.91,16212232,66744,15.051088,2.96,3.15,2.84,3.12,12339596,33907,3.007422,442.02,445.23,424.51,425.79,40003604,696433,432.020311,24.4,25.66,24.12,25.17,6141118,40800,25.197475,,,,,,,,5.09,5.14,4.975,5.13,2654978.0,8558.0,5.07667,9.37,9.75,9.22,9.68,17928578.0,68753.0,9.555344,4.29,4.3,4.19,4.27,33773224,44612,4.249815,20.59,21.3,20.5,20.73,8662271.0,49480.0,20.801796
15.05,15.38,14.55,15.0,6507324,31261,14.936743,3.13,3.15,2.95,2.97,6634962,21512,3.001971,421.32,422.8859,407.3801,420.63,33718180,716937,414.838319,25.23,25.37,24.09,25.36,5457917,35740,24.950376,,,,,,,,5.13,5.13,4.99,5.12,2568033.0,7317.0,5.060936,9.73,9.83,9.47,9.49,12618010.0,48107.0,9.610355,4.25,4.31,4.22,4.3,15900047,30238,4.270559,20.76,20.82,19.05,19.14,16148382.0,90483.0,19.496653
14.93,15.45,13.26,13.45,13376269,57292,14.018443,2.92,2.93,2.68,2.75,10458790,33934,2.782404,410.94,425.76,410.0,420.28,28268522,531458,417.328108,24.76,25.56,24.01,24.73,4892388,37049,24.665858,,,,,,,,5.03,5.07,4.855,4.88,3772836.0,8742.0,4.914164,9.72,9.97,9.6,9.95,23767359.0,79613.0,9.798498,4.31,4.31,4.18,4.23,34590512,43900,4.23393,19.0,19.24,17.91,18.32,12612027.0,83154.0,18.369321
13.62,13.71,12.36,12.69,7231006,40206,12.819223,2.88,2.9,2.61,2.79,11251269,30861,2.723015,423.76,430.5,420.1,424.68,22686536,405455,424.848364,24.81,25.05,23.875,24.01,4915107,36364,24.216582,,,,,,,,4.9,4.94,4.84,4.85,2077902.0,5798.0,4.874268,10.0,11.04,9.92,10.95,53695925.0,155482.0,10.577976,4.21,4.28,4.21,4.24,24187183,30799,4.237539,18.4,18.98,18.2,18.29,6046074.0,45617.0,18.57739
12.27,13.05,11.78,11.82,6388580,31899,12.268192,2.69,2.74,2.58,2.61,8141103,26803,2.636853,416.76,418.6,406.0,406.02,25451834,600778,410.954845,20.83,22.18,20.52,21.1,19826877,103403,21.171893,,,,,,,,4.77,4.79,4.55,4.57,4031206.0,11201.0,4.638467,10.68,10.985,10.1,10.85,30946537.0,95932.0,10.593687,4.06,4.09,4.0,4.05,47238647,54489,4.050134,17.98,18.15,17.33,17.48,8879172.0,58854.0,17.612846
11.88,12.25,11.6801,11.73,4165843,21618,11.914604,2.65,2.68,2.48,2.52,9019304,26233,2.525008,409.92,418.06,406.46,410.83,22655452,458828,412.245714,22.07,22.36,20.47,20.53,9409868,69593,21.169051,,,,,,,,4.6,4.64,4.53,4.61,2557312.0,6824.0,4.588973,10.95,11.1,10.56,10.75,20533530.0,68593.0,10.88724,3.4,3.45,3.21,3.35,149133157,170190,3.310431,17.68,18.315,17.47,18.18,8614290.0,51072.0,17.968398
11.64,11.64,10.36,10.47,11562367,50063,10.759494,2.48,2.49,2.28,2.36,11013232,30925,2.361614,406.82,407.5915,379.11,388.04,42587646,997521,389.58018,20.27,20.46,19.532,19.8,8628594,54578,19.922265,,,,,,,,4.55,4.6078,4.44,4.49,3573867.0,9085.0,4.4904,10.61,10.68,9.85,10.13,19728376.0,66880.0,10.195717,3.38,3.39,3.32,3.37,65900181,74746,3.359866,18.06,18.13,17.02,17.42,8021613.0,51941.0,17.435687
10.83,11.09,10.5,10.75,5227011,31135,10.729011,2.3,2.32,2.11,2.15,11180071,35038,2.205624,394.17,406.9799,392.3,400.51,29049202,512521,398.608822,19.94,20.8282,19.58,20.2,6060870,43492,20.314945,,,,,,,,4.5,4.55,4.45,4.48,2864480.0,8413.0,4.493252,10.23,10.57,10.23,10.54,11680330.0,42320.0,10.420741,3.37,3.38,3.23,3.27,41682324,53397,3.287537,17.43,18.19,17.14,17.66,9873743.0,54126.0,17.664644
10.75,11.86,10.63,11.57,7454472,31920,11.432103,2.37,2.59,2.3,2.34,15443429,35160,2.402851,410.0,427.77,406.69,423.9,34355396,607996,420.634951,20.53,20.8275,20.07,20.67,6277518,43329,20.490022,,,,,,,,4.53,4.69,4.52,4.67,2781730.0,7123.0,4.619018,10.57,10.94,10.44,10.5,21652807.0,79224.0,10.687061,3.32,3.47,3.3,3.39,52419275,59797,3.397177,17.85,18.67,17.6791,18.45,8482333.0,48650.0,18.352235
11.71,11.7699,10.61,10.91,9319678,49354,11.075767,2.4,2.4299,2.2401,2.31,12707780,34623,2.332735,430.68,435.4,417.1,420.98,32147057,574861,423.728738,20.84,21.575,20.75,21.02,5993340,45316,21.12874,,,,,,,,4.7,4.76,4.575,4.68,4481082.0,15296.0,4.673394,10.82,10.92,10.55,10.72,25115961.0,90293.0,10.750325,3.41,3.47,3.362,3.4,54633724,53858,3.42166,18.49,18.81,17.85,18.03,12133090.0,70068.0,18.24784
11.27,11.84,11.06,11.45,4705245,23401,11.52894,2.35,2.57,2.27,2.46,8056242,21525,2.459997,428.42,440.0,424.0001,438.09,28414638,526076,433.340299,21.37,22.22,21.31,21.5,4478507,36288,21.651157,,,,,,,,4.78,4.92,4.74,4.86,2597311.0,9018.0,4.846101,10.86,12.13,10.85,11.88,48569520.0,156267.0,11.696827,3.51,3.61,3.5,3.54,43763901,44879,3.555476,18.25,19.17,18.03,19.17,11863498.0,64769.0,18.73477
11.52,12.17,11.32,11.86,5518243,26492,11.835526,2.43,2.62,2.33,2.49,9049450,21289,2.456631,436.13,436.57,424.28,429.95,21706979,390726,429.614043,21.5,22.09,21.265,21.44,4303974,35288,21.570099,,,,,,,,4.82,4.8877,4.76,4.83,2853811.0,7710.0,4.84467,12.13,14.96,12.05,13.83,89977555.0,327537.0,13.841099,3.51,3.55,3.46,3.52,29258041,35930,3.508494,19.94,20.2,18.37,19.03,13387805.0,75681.0,19.014718
12.76,12.93,11.25,11.49,6244865,35663,11.928869,4.1,4.39,3.23,3.77,132512707,342599,3.907807,440.0,452.5,421.0,421.26,34856935,673356,437.797837,21.71,21.85,18.61,18.64,14915333,95110,19.584978,,,,,,,,4.95,5.0578,4.89,4.93,3986592.0,11897.0,4.980605,15.0,15.9,14.11,14.67,60099078.0,222162.0,15.052136,3.78,3.79,3.62,3.65,49820925,52568,3.690958,20.0,21.38,19.34,20.45,14544938.0,87625.0,20.545098
11.5,11.66,10.83,11.1,3825963,24845,11.282715,4.02,4.03,3.34,3.51,42129501,102079,3.707179,420.0,420.09,396.0301,410.36,30284225,670830,408.172446,19.03,19.59,17.99,18.95,10321022,64412,18.830185,,,,,,,,4.9,5.025,4.84,5.02,4143562.0,9924.0,4.954509,15.0,15.01,13.18,14.0,38078820.0,138075.0,13.974824,3.74,3.755,3.67,3.67,37387851,38328,3.70174,20.77,20.93,19.11,20.47,9887212.0,56212.0,20.081591
11.5,11.95,11.21,11.75,4882569,23828,11.603018,3.18,3.24,3.0,3.13,24066098,59076,3.097972,416.54,418.695,410.58,417.13,17357922,335036,415.497001,19.12,20.08,18.93,19.8,9016508,56611,19.674736,,,,,,,,5.06,5.23,5.0,5.19,5724602.0,13064.0,5.14062,14.57,15.97,14.4,15.96,47007540.0,161650.0,15.256517,3.68,3.78,3.66,3.75,40456023,56737,3.720795,20.89,22.38,20.6,21.94,12873976.0,75596.0,21.770973
11.74,11.87,10.97,11.13,4355892,24189,11.383454,3.04,3.07,2.92,2.94,14836046,44895,2.977471,415.22,423.0,409.52,411.76,19940976,395243,415.415825,19.7,20.03,19.47,19.73,5776367,48703,19.728298,,,,,,,,5.19,5.21,4.98,4.99,2988412.0,7373.0,5.062646,16.64,17.06,14.41,14.58,99292640.0,368318.0,15.172764,3.75,3.82,3.722,3.75,46795312,50571,3.77098,21.45,22.25,20.89,21.62,9641952.0,60564.0,21.545747
11.36,11.55,11.0,11.01,3546171,22746,11.208122,2.98,2.99,2.78,2.97,22451870,57271,2.921702,410.96,412.5319,401.66,408.5,19830514,500953,406.144655,19.85,20.6,19.65,20.23,6330590,46018,20.186694,,,,,,,,5.02,5.15,5.01,5.11,5360961.0,7335.0,5.104868,14.58,16.0,14.49,15.8,76634767.0,284156.0,15.358804,3.75,3.86,3.74,3.81,46358247,45235,3.803904,22.02,22.35,21.13,22.27,7348725.0,44993.0,21.870101
11.16,12.6602,10.72,12.06,9774824,43926,12.045798,3.36,3.39,3.05,3.11,47604720,98896,3.207046,408.75,412.45,404.0868,408.09,26838710,582445,421.996526,20.32,20.87,19.88,20.54,8454080,59695,20.54385,,,,,,,,5.14,5.23,5.13,5.19,3276284.0,9304.0,5.18753,15.8,16.1,15.01,15.93,65335232.0,258403.0,15.787538,3.85,3.93,3.84,3.9,37591796,44316,3.884034,20.75,21.22,19.84,20.89,22590547.0,129087.0,20.500286
11.65,11.92,11.23,11.63,6685976,31815,11.565782,3.03,3.04,2.9,2.98,22483189,50948,2.9807,460.26,462.0,433.01,441.61,61253328,1216429,447.311462,20.27,20.58,19.84,20.12,7105176,54269,20.138462,,,,,,,,5.2,5.3,5.15,5.29,3229332.0,10412.0,5.242895,16.28,18.75,16.18,17.85,116639556.0,435393.0,17.696681,3.88,3.95,3.85,3.93,27364148,32917,3.904753,20.74,21.6,20.37,21.35,9148159.0,52902.0,21.18083
11.8,12.04,11.56,11.57,3169222,17806,11.772442,3.05,3.37,3.01,3.26,31718481,61335,3.201598,448.35,496.0,443.5001,486.64,78055533,1470206,475.375957,20.12,20.285,19.687,19.865,6957298,44214,19.975821,,,,,,,,5.34,5.61,5.31,5.44,6118709.0,14118.0,5.467483,18.29,19.25,17.54,17.9,89957892.0,337917.0,18.384954,3.95,3.98,3.93,3.94,28103602,39779,3.956769,21.5,23.69,21.25,22.59,18616351.0,102586.0,22.892157
11.6,12.79,11.45,12.46,11787613,44540,12.297356,3.15,3.375,3.15,3.19,13986442,30251,3.222124,491.97,508.6112,487.57,499.27,62806684,1129603,499.798853,20.0,20.51,19.92,20.43,4924790,37823,20.25534,,,,,,,,5.47,5.49,5.285,5.36,4367186.0,12407.0,5.359411,18.5,18.98,17.96,18.98,56225400.0,222081.0,18.497744,3.86,3.91,3.84,3.89,30776721,39607,3.877409,23.15,24.34,22.78,24.05,14278500.0,79811.0,23.705756
12.55,13.46,12.54,12.71,8402347,37473,12.968388,3.25,3.37,3.21,3.35,17202040,39230,3.290293,497.89,502.5,489.06,489.61,32928177,645713,494.355724,20.59,21.2,20.1,20.24,4745193,34571,20.532245,,,,,,,,5.36,5.77,5.33,5.76,6587242.0,13391.0,5.647464,19.0,19.66,18.0,18.15,72107505.0,294664.0,18.704859,3.9,3.97,3.89,3.95,29376690,44777,3.949988,24.49,24.6,23.05,23.31,11245013.0,69958.0,23.779096
12.9,14.12,12.67,13.9,9622526,44633,13.569897,3.5,3.85,3.41,3.81,31515156,70845,3.645412,503.51,526.0,501.79,521.85,50644659,906056,519.05807,20.35,21.35,20.3228,20.79,9505812,60447,20.91799,,,,,,,,5.81,5.835,5.59,5.66,4999182.0,12899.0,5.686414,18.66,21.45,18.57,21.04,84722610.0,337602.0,20.038305,3.95,3.98,3.92,3.97,32393647,43292,3.953147,23.61,25.399,23.5,24.91,13596619.0,80934.0,24.70269
14.23,14.26,13.3,13.67,7186710,36087,13.849527,4.16,5.0,4.15,4.58,62884604,150816,4.516669,540.57,559.99,526.2,555.38,53642060,1051193,546.63547,21.09,22.17,21.0501,21.97,9724586,62615,21.734947,,,,,,,,5.7,5.77,5.635,5.7,5144868.0,10343.0,5.705858,22.3,24.27,20.63,23.82,115468825.0,458899.0,22.823169,4.03,4.12,4.01,4.07,25395293,39364,4.073656,25.29,25.38,24.31,24.96,9158501.0,63519.0,24.817519
13.56,15.25,13.42,14.75,8872377,42325,14.500796,4.55,4.85,4.2,4.49,22648299,52878,4.449003,550.16,574.0,545.37,574.0,49006809,924437,562.020516,21.89,22.8,21.51,21.72,10330355,64975,22.003255,,,,,,,,5.7,5.94,5.675,5.91,4992235.0,13158.0,5.845415,24.0,29.75,23.69,29.05,202569033.0,842085.0,27.213308,4.09,4.14,4.08,4.13,16995786,26738,4.114193,24.75,27.8,24.62,27.1,18083151.0,109576.0,26.747087
15.25,16.74,14.88,16.08,12504197,59851,16.027084,4.5,4.62,4.36,4.45,10097374,27252,4.472001,581.84,598.78,578.45,585.76,37561154,783385,590.364296,21.91,22.105,21.5473,21.8,3812481,26962,21.842775,,,,,,,,5.91,6.2,5.895,6.15,3742511.0,9700.0,6.106477,31.39,33.5,26.12,27.66,207836418.0,964010.0,29.918867,4.12,4.14,4.11,4.13,8288343,14396,4.120611,28.75,28.8824,27.05,27.17,10939084.0,74419.0,27.8467
18.17,19.42,16.5575,16.56,31983513,168044,17.916047,4.41,4.45,3.99,4.27,16554987,42826,4.189537,602.45,607.8,554.51,567.6,63009218,1282811,581.639321,21.68,21.86,20.25,20.96,7249285,48069,20.923043,,,,,,,,6.15,6.16,5.82,5.87,6862861.0,18278.0,5.950779,28.24,30.15,24.11,27.11,137302549.0,622701.0,27.191266,4.09,4.11,4.02,4.03,20845221,33739,4.051665,27.58,28.04,25.32,26.61,12751129.0,86003.0,26.796649
17.11,17.4,15.76,15.8,12666027,65236,16.316247,4.43,4.43,4.09,4.15,12293499,32875,4.197377,597.85,597.85,572.05,584.76,40383124,793966,583.728189,21.29,21.55,20.1,20.38,7830851,50421,20.450019,,,,,,,,8.37,9.69,6.92,7.0,330186642.0,767195.0,8.302571,28.01,28.14,24.45,25.67,84542129.0,411401.0,25.730035,4.06,4.09,4.05,4.06,20169266,28752,4.065911,28.0,29.59,27.12,28.35,19237454.0,112165.0,28.409537
15.7,16.68,15.38,16.58,7885380,46220,16.218233,4.05,4.34,3.95,4.32,11847629,31667,4.203839,556.14,571.54,541.21,568.82,47776283,1016400,562.03695,20.16,20.55,19.87,20.32,6050152,40222,20.271523,,,,,,,,7.65,8.41,7.09,7.45,150131021.0,328740.0,7.745328,22.02,23.4,21.15,22.51,149133242.0,607579.0,22.360391,4.0,4.06,3.97,4.06,23692288,30997,4.029328,28.0,28.02,26.29,27.53,16387604.0,107191.0,27.184442
16.53,16.64,15.87,16.12,6294965,35984,16.13914,4.0,4.215,3.5,3.63,66080891,136188,3.825207,590.88,598.97,582.43,593.38,42552535,843517,591.672944,20.41,20.79,19.415,19.57,7525598,52908,19.949653,,,,,,,,7.44,7.605,7.2,7.46,40307221.0,94257.0,7.391039,23.53,25.62,23.5,24.03,85655538.0,350052.0,24.377715,4.03,4.06,4.01,4.02,18883638,26592,4.033919,27.76,28.7773,27.56,28.08,9189689.0,57216.0,28.153612
16.3,17.29,16.26,16.9,8972672,50143,16.92216,3.75,3.76,3.3,3.51,33157763,80435,3.503433,591.31,599.04,585.5,599.04,29401551,593413,593.618946,19.66,19.995,19.3559,19.7,6302705,43960,19.698069,,,,,,,,7.4,8.55,7.39,8.52,69814488.0,151366.0,8.121931,24.8,25.24,23.51,23.85,56044061.0,239890.0,24.159304,4.02,4.03,3.99,4.03,19651545,26868,4.013156,28.2,29.2,28.15,28.74,8686390.0,57148.0,28.727265
17.0,17.5,16.22,16.35,7386258,45463,16.586803,3.45,3.74,3.33,3.56,20503852,49668,3.526824,605.0,648.7856,603.05,641.76,56311730,1092397,630.818378,19.8,19.81,18.97,19.17,7226249,50641,19.235761,,,,,,,,8.69,9.0,8.12,8.25,44629082.0,114460.0,8.480826,24.45,29.0,24.44,28.94,118466462.0,499701.0,27.058825,4.04,4.1,4.03,4.06,21546521,41201,4.068202,29.48,33.87,29.04,33.8,28137635.0,172802.0,31.631789
16.33,17.21,15.93,16.94,16120263,90415,16.024294,3.61,4.02,3.61,3.98,29530632,75936,3.880473,625.0,651.28,618.5,649.88,64268769,1202214,636.306645,19.01,19.51,18.5,18.59,9612380,56701,18.731428,,,,,,,,8.25,8.72,8.24,8.52,26885135.0,66673.0,8.469567,30.6,31.24,27.25,28.59,124754342.0,551668.0,28.894893,4.1,4.23,4.1,4.22,35824581,41500,4.190314,33.0,33.69,31.61,33.39,21554335.0,153067.0,32.860596
13.7,14.73,13.225,13.66,24357974,126474,13.918089,4.26,4.33,3.75,3.86,20991197,49406,4.007011,653.61,654.32,588.0,604.48,71291432,1678949,620.601176,18.79,18.97,18.155,18.51,8869512,62983,18.499742,,,,,,,,8.55,8.65,8.06,8.31,19628026.0,49846.0,8.367627,28.6,28.85,25.33,26.63,79637132.0,397786.0,26.991529,4.23,4.28,4.18,4.19,31808830,39574,4.222424,34.0,35.82,30.51,32.13,25957122.0,173799.0,33.765967
13.12,14.41,13.05,14.12,7558922,46796,13.867269,3.77,4.1,3.77,4.09,19872845,53809,4.0235,573.85,627.75,566.34,627.07,67084325,1343747,607.812431,18.25,19.025,17.9592,18.96,6943821,43500,18.614915,,,,,,,,8.1,8.4,8.08,8.37,10923177.0,30918.0,8.288364,25.55,28.04,25.15,27.04,57774823.0,242067.0,27.059714,4.13,4.22,4.12,4.2,27951898,35820,4.18182,30.23,32.6,29.61,32.18,14618812.0,106655.0,31.545938
13.91,14.0,13.02,13.31,7496868,38948,13.422709,4.01,4.25,3.87,3.92,22310377,52064,3.999121,614.87,624.0,596.8,609.99,46889974,882491,610.510682,19.04,19.46,18.9,19.17,6276496,44143,19.142871,,,,,,,,8.3,8.33,7.96,8.16,11643153.0,32284.0,8.11342,27.1,28.27,26.06,27.2,52772450.0,216498.0,27.007868,4.07,4.1,4.0,4.06,34215647,43937,4.043975,31.95,34.6,31.86,32.04,18557153.0,119688.0,33.061822
13.37,13.4335,12.14,12.72,10007092,48114,12.685592,3.98,4.01,3.0,3.19,67158976,136880,3.278817,618.28,642.7499,610.2001,639.83,52040701,934550,632.872695,19.56,19.58,18.58,18.87,9481808,59886,19.037527,,,,,,,,8.29,8.57,8.165,8.25,14675514.0,37893.0,8.341453,28.2,28.26,26.7301,27.24,44734521.0,211397.0,27.437894,4.05,4.07,3.98,4.0,21093175,33360,4.015707,26.82,28.83,26.38,26.47,47122879.0,321577.0,27.275736
12.78,14.02,12.48,13.85,8192856,41755,13.480753,3.23,3.24,2.76,2.86,54432125,113865,2.902166,643.15,646.9,623.8,633.25,45224283,809050,636.03676,19.36,20.11,18.92,19.53,9012868,59610,19.549807,,,,,,,,8.38,8.39,8.085,8.3,9819740.0,30054.0,8.210871,27.0,27.1,25.52,26.43,49273241.0,229445.0,26.134466,4.05,4.12,4.03,4.1,18757009,25121,4.084206,26.91,27.05,24.38,24.51,31008864.0,218646.0,25.210687
13.96,14.305,13.58,13.85,5830123,26113,13.940433,2.87,2.89,2.72,2.78,25423239,60549,2.78406,628.03,632.5,605.0,622.77,42133861,797209,619.915321,19.4,19.85,18.93,19.81,6179209,41906,19.460299,,,,,,,,8.35,8.35,8.17,8.24,8043156.0,23939.0,8.240885,25.7,26.16,25.11,25.92,44013392.0,200990.0,25.679136,4.01,4.03,3.98,3.99,19877690,31811,4.002097,24.92,26.8655,24.51,25.86,22639403.0,132280.0,25.875174
13.96,14.98,13.59,14.83,8194902,35147,14.42865,2.8,2.95,2.74,2.85,23799298,59656,2.844914,628.59,658.82,619.5,655.9,56275864,1032523,642.423046,19.86,20.44,19.59,19.8,5382203,35174,19.975871,,,,,,,,8.3,8.335,8.03,8.26,17717855.0,47337.0,8.166925,26.52,27.45,26.05,27.23,53830373.0,223571.0,26.922624,4.08,4.0916,4.02,4.06,26082195,29680,4.059316,25.6,26.15,24.7,25.5,18523759.0,120321.0,25.269006
15.78,16.3,15.18,15.63,16618776,67678,15.766109,2.85,2.85,2.76,2.8,21941671,43868,2.794533,670.0,695.0,628.54,695.0,234609204,2089725,680.663287,19.74,19.92,18.65,18.72,8441036,49196,19.122176,,,,,,,,7.8,7.83,6.88,6.95,49470140.0,113725.0,7.266116,26.4,26.85,25.8,25.97,71042909.0,255236.0,26.173929,4.04,4.06,3.98,4.0,20259706,32842,4.004676,24.18,25.33,23.78,23.84,30338769.0,161539.0,24.334953
15.61,16.348,15.28,15.53,9876128,54412,15.672912,2.62,2.74,2.58,2.68,22699798,52204,2.671977,665.95,668.5,646.07,649.86,58063248,1226736,658.902792,18.39,19.35,18.2719,19.26,7505504,45999,19.09685,,,,,,,,6.85,7.2,6.73,7.11,17989339.0,47677.0,7.029979,26.13,28.7,25.4,28.51,76746529.0,328028.0,27.195355,3.87,3.9188,3.83,3.9,26116616,36959,3.880159,24.2,25.305,23.92,24.8,15844832.0,97420.0,24.71887
16.22,20.04,16.15,19.46,30987718,155421,18.889257,2.75,2.75,2.52,2.59,21686645,50111,2.597144,647.31,649.88,614.23,640.34,51891142,1150498,631.687679,19.36,19.48,18.59,18.99,5602882,40794,18.964908,,,,,,,,7.18,7.44,7.05,7.19,16822909.0,40623.0,7.23107,29.0,29.42,26.82,28.04,66197794.0,303406.0,28.054017,3.87,3.9,3.84,3.88,25180623,30745,3.867104,25.42,25.94,24.35,25.47,16954951.0,104901.0,25.126055
19.96,22.3499,19.13,20.57,25830256,124491,21.210816,2.58,2.65,2.54,2.56,15724765,38516,2.597777,632.42,651.4999,622.5701,645.98,33172997,643939,642.156858,19.04,19.38,18.74,18.88,4782327,34787,19.000917,,,,,,,,7.27,7.33,7.08,7.09,9115529.0,25777.0,7.169539,28.87,29.39,28.05,28.69,58772245.0,254006.0,28.771535,3.85,3.92,3.85,3.88,27033451,30827,3.882932,25.51,27.44,25.23,26.82,18300807.0,99677.0,26.617272
21.01,21.48,19.95,20.15,6262174,38812,20.590065,2.6,2.6,2.48,2.51,11094189,25136,2.519141,643.01,666.09,641.0,661.77,22865568,465757,658.508022,18.82,18.97,18.27,18.6,2426189,17700,18.598431,,,,,,,,7.13,7.24,7.05,7.06,6088342.0,16454.0,7.115653,28.69,29.16,27.52,27.75,26306806.0,125059.0,28.187199,3.9,3.92,3.89,3.89,7298750,14364,3.903542,26.81,26.89,25.26,25.85,8784466.0,58860.0,25.885635
21.23,21.97,20.35,20.99,8965858,52168,21.090173,2.63,2.63,2.36,2.39,23942699,52252,2.494116,674.68,681.4,660.8,663.69,32278861,627137,669.639927,18.9,19.04,18.4399,18.77,5879894,40806,18.814869,,,,,,,,7.13,7.13,6.85,6.88,9820108.0,31302.0,6.93126,28.55,28.59,25.4,25.63,55878813.0,316271.0,26.414184,3.9,3.94,3.89,3.9,18694713,34258,3.912077,26.12,26.49,23.61,23.94,16217659.0,120714.0,24.587404
20.82,21.07,18.56,19.38,9241441,59148,19.518599,2.44,2.46,2.28,2.29,21086148,40864,2.353471,660.86,669.9,655.0,665.99,22910816,465753,662.650078,19.03,19.2,18.2101,18.83,6383310,44895,18.65179,,,,,,,,6.92,7.0,6.675,6.77,11284185.0,31180.0,6.765827,25.7,26.1823,24.34,24.66,47303215.0,255373.0,24.989454,3.95,3.98,3.93,3.93,19875440,28326,3.951312,24.04,24.24,23.01,23.75,9346754.0,67875.0,23.592921
19.5,20.0,18.85,19.26,5934391,42976,19.338953,2.3,2.3,2.13,2.16,40424238,69914,2.173796,672.08,696.6,668.3603,694.78,42846121,767894,684.169655,18.85,19.38,18.56,18.65,5408633,40528,18.825849,,,,,,,,6.81,6.81,6.6,6.67,9434913.0,25403.0,6.660085,25.0,25.91,24.63,25.1,34586667.0,156092.0,25.271684,3.95,3.96,3.88,3.89,17464606,21774,3.910185,23.89,24.38,23.65,24.01,6347533.0,48230.0,23.997327
19.25,19.8,18.8,18.84,6922652,37036,19.159197,2.17,2.22,2.08,2.12,28234251,53695,2.136792,700.0,718.72,691.12,705.67,49650155,915322,707.559345,18.59,18.59,17.61,17.76,12481807,71837,17.936402,,,,,,,,6.7,6.8,6.63,6.63,7530565.0,21935.0,6.682623,24.64,24.72,23.52,23.55,39932194.0,263549.0,23.933185,3.88,3.93,3.87,3.91,17089862,25088,3.898412,24.09,24.14,23.2501,23.73,5721457.0,45342.0,23.796217
19.0,19.1,17.15,17.25,10022474,64288,17.620121,2.2,2.2,2.0,2.01,29873796,67429,2.060592,720.0,744.4899,717.1895,729.77,48671409,952188,731.118131,17.95,18.59,17.7,18.03,13984882,90311,18.184585,,,,,,,,6.7,6.8199,6.515,6.58,11139231.0,30977.0,6.650546,23.86,24.5,22.5,23.37,44970357.0,250777.0,23.569238,3.97,3.99,3.85,3.89,30281398,33237,3.911275,23.96,23.97,22.88,23.21,7677728.0,72318.0,23.32556
17.35,18.0765,17.23,17.37,4961457,31894,17.551631,2.0,2.03,1.91,1.98,28148314,65509,1.994724,723.92,740.84,719.2,735.11,32155175,681717,734.044099,18.01,19.89,17.93,19.76,13674364,83435,19.31494,,,,,,,,6.63,6.8,6.555,6.77,9108900.0,23406.0,6.667118,23.27,24.67,22.89,24.6,29050437.0,148048.0,23.954223,3.99,4.06,3.95,4.04,38446227,46513,4.002726,23.18,24.48,22.96,24.12,7564690.0,57407.0,23.987875
17.34,18.98,17.33,18.36,6056248,40336,18.324262,2.02,2.23,1.97,2.01,67363337,107011,2.084351,758.0,774.0,749.1,755.98,44703325,962707,762.269623,20.26,21.57,20.16,21.03,19065669,125829,20.962128,,,,,,,,6.71,6.91,6.63,6.71,11022286.0,28053.0,6.747821,24.0,24.46,23.25,23.54,32733092.0,188973.0,23.87321,4.01,4.09,4.01,4.04,37467360,39298,4.051222,24.0,24.93,23.72,24.17,8053048.0,61752.0,24.347919
